product_detail,hyperlink 
Intel Core i9-7940X Skylake X 14-Core 3.1 GHz LGA 2066 165W BX80673I97940X Desktop Processor,https://www.newegg.com/core-i9-x-series-intel-core-i9-7940x/p/N82E16819117834
Intel Core i7-6950X Broadwell-E 10-Core 3.0 GHz LGA 2011-v3 140W BX80671I76950X Desktop Processor,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6950x-25m/p/N82E16819117643
Intel Core i7-7800X Skylake-X 6-Core 3.5 GHz LGA 2066 140W BX80673I77800X Desktop Processor,https://www.newegg.com/intel-core-i7-x-series-i7-7800x/p/N82E16819117793
Intel Core i9-7960X Skylake X 16-Core 2.8 GHz LGA 2066 165W BX80673I97960X Desktop Processor,https://www.newegg.com/core-i9-x-series-intel-core-i9-7960x/p/N82E16819117835
Intel Core i7-6800K Broadwell-E 6-Core 3.4 GHz LGA 2011-v3 140W BX80671I76800K Desktop Processor,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6800k/p/N82E16819117649
Intel Core i9-7920X Skylake X 12-Core 2.9 GHz LGA 2066 140W BX80673I97920X Desktop Processor,https://www.newegg.com/core-i9-x-series-intel-core-i9-7920x/p/N82E16819117811
Intel Core i5-4690K Devil's Canyon Quad-Core 3.5 GHz LGA 1150 88W BX80646I54690K Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4690k/p/N82E16819117372
Intel Core i7-6900K Broadwell-E 8-Core 3.2 GHz LGA 2011-v3 140W BX80671I76900K Desktop Processor,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6900k-20m/p/N82E16819117645
Intel Core i7-6850K Broadwell-E 6-Core 3.6 GHz LGA 2011-V3 140W BX80671I76850K Desktop Processor,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6850k/p/N82E16819117647
Intel Core i7-5960X Haswell-E 8-Core 3.0 GHz LGA 2011-v3 140W BX80648I75960X Desktop Processor,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-5960x/p/N82E16819117404
Intel Core i5-7600K Kaby Lake Quad-Core 3.8 GHz LGA 1151 91W CM8067702868219 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i5-7th-gen-core-i5-7600k/p/N82E16819117754
Intel Core i5-6500 Skylake Quad-Core 3.2 GHz LGA 1151 65W CM8066201920404 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6500/p/N82E16819117586
Intel Core i7-7700K Kaby Lake Quad-Core 4.2 GHz LGA 1151 95W CM8067702868535 OEM Processors - Desktops,https://www.newegg.com/core-i7-7th-gen-intel-core-i7-7700k/p/N82E16819117749
Intel Core i5-6600K Skylake Quad-Core 3.5 GHz LGA 1151 91W CM8066201920300 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6600k/p/N82E16819117584
Intel Core i5-2500 Sandy Bridge Quad-Core 3.3GHz (3.7GHz Turbo Boost) LGA 1155 95W BX80623I52500 Desktop Processor Intel HD Graphics 2000,https://www.newegg.com/intel-core-i5-2nd-gen-core-i5-2500/p/N82E16819115073
Intel OEM Core i3-8100 Coffee Lake Quad-Core 3.6 GHz LGA 1151 (300 Series) CM8068403377308 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/intel-core-i3-8th-gen-core-i3-8100/p/N82E16819117838
Intel Core i3-6100 3M 3.7 GHz LGA 1151 BX80662I36100 Desktop Processor,https://www.newegg.com/intel-core-i3-6th-gen-core-i3-6100/p/2MN-0004-00002
Intel Core i5-4570S Haswell Quad-Core 2.9 GHz LGA 1150 65W BX80646I54570S Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4570s/p/N82E16819116897
Intel Core i9-7900X Skylake-X 10-Core 3.3 GHz LGA 2066 140W BX80673I97900X Desktop Processor,https://www.newegg.com/intel-core-i9-x-series-i9-7900x/p/N82E16819117795
Intel Pentium G3240 Haswell Dual-Core 3.1 GHz LGA 1150 53W BX80646G3240 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-pentium-g3240/p/N82E16819116998
Intel OEM Core i7-8700K Coffee Lake 6-Core 3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series)  CM8068403358220 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i7-8th-gen-intel-core-i7-8700k/p/274-000A-003B0
Intel Core i7-6700 Skylake Quad-Core 3.4 GHz LGA 1151 65W BX80662I76700 Desktop Processor,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6700/p/N82E16819117560
Intel Core i5-9600K Coffee Lake 6-Core 3.7 GHz (4.6 GHz Turbo) LGA 1151 (300 Series) 95W CM8068403874404 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i5-9th-gen-intel-core-i5-9600k/p/274-000A-007A4
Intel Core i7-4770K Haswell Quad-Core 3.5 GHz LGA 1150 84W BX80646I74770K Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4770k/p/N82E16819116901
Intel Core i5-2500K Sandy Bridge Quad-Core 3.3GHz (3.7GHz Turbo Boost) LGA 1155 95W BX80623I52500K Desktop Processor Intel HD Graphics 3000,https://www.newegg.com/intel-core-i5-2nd-gen-core-i5-2500k/p/N82E16819115072
Intel Core i7-3960X Extreme Edition Sandy Bridge-E 6-Core 3.3GHz (3.9GHz Turbo) LGA 2011 130W BX80619i73960X Desktop Processor,https://www.newegg.com/intel-core-i7-extreme-edition-core-i7-3960x-extreme-edition/p/N82E16819116491
Intel Core i7-980X Extreme Edition Gulftown 6-Core 3.33 GHz LGA 1366 130W AT80613003543AE Desktop Processor,https://www.newegg.com/intel-core-i7-extreme-edition-core-i7-980x-extreme-edition/p/N82E16819115226
Intel Core i5-9600KF 3.7 GHz LGA 1151 (300 Series) CM8068403874410 Desktop Processor - OEM,https://www.newegg.com/core-i5-9th-gen-intel-core-i5-9600kf/p/N82E16819118087
Intel Core i5-3470 Ivy Bridge Quad-Core 3.2 GHz LGA 1155 77W BX80637i53470 Desktop Processor Intel HD Graphics 2500,https://www.newegg.com/intel-core-i5-3rd-gen-core-i5-3470/p/N82E16819115234
Intel Core i7-2600 Sandy Bridge Quad-Core 3.4GHz (3.8GHz Turbo Boost) LGA 1155 95W BX80623I72600 Desktop Processor Intel HD Graphics 2000,https://www.newegg.com/intel-core-i7-2nd-gen-core-i7-2600/p/N82E16819115071
Intel Core i7-4790K  Devil's Canyon Quad-Core 4.0 GHz LGA 1150 88W BXF80646I74790K Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i7-4th-gen-i7-4790k/p/N82E16819117547
Intel Core i7-2700K Sandy Bridge Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1155 95W BX80623i72700K Desktop Processor Intel HD Graphics 3000,https://www.newegg.com/intel-core-i7-2nd-gen-core-i7-2700k/p/N82E16819115095
Intel Core i7-5930K Haswell-E 6-Core 3.5 GHz LGA 2011-v3 140W BX80648I75930K Desktop Processor,https://www.newegg.com/intel-core-i7-5th-gen-core-i7-5930k/p/N82E16819117403
Intel Core i5-2400 Sandy Bridge Quad-Core 3.1GHz (3.4GHz Turbo Boost) LGA 1155 95W BX80623I52400 Desktop Processor Intel HD Graphics 2000,https://www.newegg.com/intel-core-i5-2nd-gen-core-i5-2400/p/N82E16819115074
Intel Core i5-3570K Ivy Bridge Quad-Core 3.4GHz (3.8GHz Turbo) LGA 1155 77W BX80637I53570K Desktop Processor Intel HD Graphics 4000,https://www.newegg.com/intel-core-i5-3rd-gen-core-i5-3570k/p/N82E16819116504
Intel Core i7-5930K Haswell-E 6-Core 3.5 GHz LGA 2011-v3 140W BX80648I75930K Desktop Processor,https://www.newegg.com/intel-core-i7-5th-gen-core-i7-5930k/p/N82E16819117403
Intel Core i7-3770 Ivy Bridge Quad-Core 3.4GHz (3.9GHz Turbo) LGA 1155 77W CM8063701211600 Desktop Processor Intel HD Graphics 4000,https://www.newegg.com/intel-core-i7-3rd-gen-core-i7-3770/p/N82E16819116957
Intel Core i3-4170 Haswell Dual-Core 3.7 GHz LGA 1150 54W BX80646I34170 Desktop Processor Intel HD Graphics 4400,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4170/p/N82E16819117543
Intel Core 2 Quad Q9650 Yorkfield Quad-Core 3.0 GHz LGA 775 95W BX80569Q9650 Desktop Processor,https://www.newegg.com/intel-core-2-quad-q9650/p/N82E16819115130
Intel Core 2 Duo E8600 Wolfdale Dual-Core 3.33 GHz LGA 775 65W BX80570E8600 Processor,https://www.newegg.com/intel-core-2-duo-e8600/p/N82E16819115054
Intel Intel Core i9-9940X Skylake X 14-Core 3.3 GHz LGA 2066 165W CD8067304175600 Desktop Processor,https://www.newegg.com/core-i9-x-series-intel-core-i9-9940x/p/N82E16819117977
Intel Core 2 Quad Q6600 Kentsfield Quad-Core 2.4 GHz LGA 775 BX80562Q6600 Processor,https://www.newegg.com/intel-core-2-quad-q6600/p/N82E16819115017
Intel Core i7-990X Extreme Edition Gulftown 6-Core 3.46 GHz LGA 1366 130W BX80613I7990X Desktop Processor,https://www.newegg.com/intel-core-i7-extreme-edition-core-i7-990x-extreme-edition/p/N82E16819115079
Intel Core i7-950 Bloomfield Quad-Core 3.06 GHz LGA 1366 130W BX80601950 Processor,https://www.newegg.com/intel-core-i7-950/p/N82E16819115211
Intel Core i7-7700 Kaby Lake Quad-Core 3.6 GHz LGA 1151 65W CM8067702868314 Desktop Processor,https://www.newegg.com/intel-core-i7-7th-gen-core-i7-7700/p/N82E16819117751
Intel Core i7-3770S Ivy Bridge Quad-Core 3.1GHz (3.9GHz Turbo) LGA 1155 65W BX80637I73770S Desktop Processor Intel HD Graphics 4000,https://www.newegg.com/intel-core-i7-3rd-gen-core-i7-3770s/p/N82E16819116503
Intel Core i7-920 Bloomfield Quad-Core 2.66 GHz LGA 1366 130W BX80601920 Processor,https://www.newegg.com/intel-core-i7-920/p/N82E16819115202
Intel Core i7-870 Lynnfield Quad-Core 2.93 GHz LGA 1156 95W BX80605I7870 Processor,https://www.newegg.com/intel-core-i7-870/p/N82E16819115213
Intel Core i5-4570 Haswell Quad-Core 3.2 GHz LGA 1150 84W BX80646I54570 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4570/p/N82E16819116896
Intel Core i3-3220 Ivy Bridge Dual-Core 3.3 GHz LGA 1155 55W BX80637i33220 Desktop Processor                                                                                   Intel HD Graphics 2500,https://www.newegg.com/intel-core-i3-3rd-gen-core-i3-3220/p/N82E16819116775
Intel Core i3-9100 Coffee Lake 4-Core 4.2 GHz LGA 1151 (300 Series) 65W CM8068403377319 Desktop Processor Intel UHD Graphics 630 - OEM,https://www.newegg.com/intel-core-i3-9th-gen-core-i3-9100/p/N82E16819118030
Intel Core i5-650 Clarkdale Dual-Core 3.2 GHz LGA 1156 73W BX80616I5650 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i5-650/p/N82E16819115220
